Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Andreea,2023-02-14 15:11:18,00:00:37,Autoplayed: user action: None; ,Moment of High Emotion Clip: Squared Love All Over Again,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:37,00:00:37,RO (Romania)
Andreea,2023-02-14 14:17:41,00:02:35,,Love Is Blind: Season 3: After the Altar: The Party Is Just Getting Started (Episode 14),,iPhone 12 Pro Max,00:02:36,Not latest view,RO (Romania)
Andreea,2023-02-14 14:16:11,00:01:19,Autoplayed: user action: None; ,Season 3 After the Altar Trailer: Love Is Blind,TRAILER,iPhone 12 Pro Max,00:01:19,Not latest view,RO (Romania)
Andreea,2023-02-14 14:15:56,00:00:06,Autoplayed: user action: None; ,Season 1 Clip #3 (Love Triangle): Sex/Life,HOOK,iPhone 12 Pro Max,00:00:07,00:00:07,RO (Romania)
Andreea,2023-02-13 18:49:06,00:00:07,,Trailer: Squared Love All Over Again,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:07,00:00:07,RO (Romania)
Andreea,2023-02-13 18:47:43,00:01:19,,Season 3 After the Altar Trailer: Love Is Blind,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:19,Not latest view,RO (Romania)
Andreea,2023-02-13 18:45:06,00:02:34,,Season 4 Part 1 Trailer: You,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:02:34,Not latest view,RO (Romania)
Andreea,2023-02-13 16:51:46,01:53:17,Autoplayed: user action: User_Interaction; ,Wrath of Man,,Vestel ODM 4.3 Nova 2K TV Smart TV,01:53:17,Not latest view,RO (Romania)
Andreea,2023-02-13 16:51:23,00:00:05,Autoplayed: user action: None; ,Wild Card_hook_primary_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:05,Not latest view,RO (Romania)
Andreea,2023-02-13 16:51:12,00:00:06,Autoplayed: user action: None; ,Wild Card_hook_primary_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:06,Not latest view,RO (Romania)
Andreea,2023-02-13 16:50:17,00:00:48,Autoplayed: user action: None; ,Beverly Hills Ninja_hook_01_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:48,00:00:48,RO (Romania)
Andreea,2023-02-13 16:49:55,00:00:17,Autoplayed: user action: None; ,Sniper: Ultimate Kill_hook_primary_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:17,00:00:17,RO (Romania)
Andreea,2023-02-13 16:47:51,00:00:55,Autoplayed: user action: None; ,Ava - CLM 1,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:55,00:00:55,RO (Romania)
Andreea,2023-02-13 16:47:27,00:00:12,Autoplayed: user action: None; ,Season 2 Trailer: Toy Boy,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:12,00:00:12,RO (Romania)
Andreea,2023-02-13 16:47:12,00:00:10,Autoplayed: user action: None; ,Season 1 Trailer: Dark Desire,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:10,00:00:10,RO (Romania)
Andreea,2023-02-13 16:46:43,00:00:08,Autoplayed: user action: None; ,Trailer: Your Place or Mine,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:08,Not latest view,RO (Romania)
Andreea,2023-02-13 16:46:23,00:00:09,Autoplayed: user action: None; ,Season 3 Batch 2 High Context Clip: Love Is Blind,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:09,Not latest view,RO (Romania)
Andreea,2023-02-12 21:18:49,00:02:23,,Season 4 Part 1 Trailer: You,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:02:23,Not latest view,RO (Romania)
Andreea,2023-02-12 19:48:03,01:30:41,,F*ck Love Too,,Vestel ODM 4.3 Nova 2K TV Smart TV,01:30:41,01:30:41,RO (Romania)
Andreea,2023-02-12 19:47:15,00:00:43,Autoplayed: user action: None; ,Inciting Incident Clip: F*ck Love Too,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:43,00:00:43,RO (Romania)
Andreea,2023-02-12 19:47:05,00:00:06,Autoplayed: user action: None; ,The Boss Baby_Manualhook_2_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:06,00:00:06,RO (Romania)
Andreea,2023-02-12 19:46:41,00:00:13,Autoplayed: user action: None; ,F*ck Love Too,,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:13,Not latest view,RO (Romania)
Andreea,2023-02-12 19:44:35,00:01:07,Autoplayed: user action: None; ,Inciting Incident Clip: F*ck Love Too,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:09,Not latest view,RO (Romania)
Andreea,2023-02-12 19:44:05,00:00:25,Autoplayed: user action: None; ,Gypsy (Trailer),TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:25,Not latest view,RO (Romania)
Andreea,2023-02-12 19:43:29,00:00:30,Autoplayed: user action: None; ,Another Self: Season 1 - CLM 7,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:30,00:00:30,RO (Romania)
Andreea,2023-02-12 19:42:22,00:01:03,Autoplayed: user action: None; ,Season 2 Trailer: Toy Boy,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:03,Not latest view,RO (Romania)
Andreea,2023-02-12 19:42:06,00:00:11,Autoplayed: user action: None; ,Season 2 Inciting Incident: Oscuro deseo,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:11,00:00:11,RO (Romania)
Andreea,2023-02-12 19:41:35,00:00:26,Autoplayed: user action: None; ,Teaser: Dangerous Liaisons,TEASER_TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:26,00:00:26,RO (Romania)
Andreea,2023-02-12 19:41:17,00:00:15,Autoplayed: user action: None; ,Holiday in the Wild (Trailer),TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:15,00:00:15,RO (Romania)
Andreea,2023-02-12 19:40:52,00:00:11,Autoplayed: user action: None; ,Safe Haven_hook_primary_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:11,00:00:11,RO (Romania)
Andreea,2023-02-12 19:40:35,00:00:15,Autoplayed: user action: None; ,Really Love_hook_01_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:15,00:00:15,RO (Romania)
Andreea,2023-02-12 19:39:53,00:00:38,Autoplayed: user action: None; ,Down by Love_hook_01_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:38,00:00:38,RO (Romania)
Andreea,2023-02-12 19:39:41,00:00:08,Autoplayed: user action: None; ,The Secret: Dare to Dream_hook_04_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:08,00:00:08,RO (Romania)
Andreea,2023-02-12 19:39:18,00:00:18,Autoplayed: user action: None; ,Trailer: Royalteen,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:18,00:00:18,RO (Romania)
Andreea,2023-02-12 19:39:10,00:00:04,Autoplayed: user action: None; ,Act 2 Conflict Clip: Look Both Ways,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:04,00:00:04,RO (Romania)
Andreea,2023-02-12 19:38:30,00:00:28,Autoplayed: user action: None; ,Colors of Love_hook_01_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:28,00:00:28,RO (Romania)
Andreea,2023-02-12 19:36:40,00:01:29,Autoplayed: user action: None; ,Season 1 Trailer: Gigolo,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:29,00:01:29,RO (Romania)
Andreea,2023-02-12 19:36:11,00:00:24,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Bling Empire: New York,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:24,00:00:24,RO (Romania)
Andreea,2023-02-12 19:35:38,00:00:18,Autoplayed: user action: None; ,Season 1 Trailer: Love Never Lies: Poland,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:20,00:00:20,RO (Romania)
Andreea,2023-02-12 19:35:18,00:00:12,Autoplayed: user action: None; ,Fast & Furious 9_hook_02_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:12,00:00:12,RO (Romania)
Andreea,2023-02-12 19:34:38,00:00:30,Autoplayed: user action: None; ,The Tax Collector_hook_05_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:30,00:00:30,RO (Romania)
Andreea,2023-02-12 19:34:24,00:00:10,Autoplayed: user action: None; ,Mirciulica_hook_03_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:10,00:00:10,RO (Romania)
Andreea,2023-02-12 19:32:23,00:01:56,Autoplayed: user action: None; ,Trailer: Your Place or Mine,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:56,Not latest view,RO (Romania)
Andreea,2023-02-12 19:31:59,00:00:18,Autoplayed: user action: None; ,Season 3 Batch 2 High Context Clip: Love Is Blind,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:18,Not latest view,RO (Romania)
Andreea,2023-02-12 19:31:36,00:00:17,Autoplayed: user action: None; ,Season 4 Inciting Incident Clip: You,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:17,00:00:17,RO (Romania)
Andreea,2023-02-12 19:31:07,00:00:15,Autoplayed: user action: None; ,Season 3 Batch 2 High Context Clip: Love Is Blind,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:15,Not latest view,RO (Romania)
Andreea,2023-02-11 19:13:21,00:00:12,Autoplayed: user action: None; ,The Boss Baby_Manualhook_2_16x9,HOOK,iPhone 12 Pro Max,00:00:12,Not latest view,RO (Romania)
Andreea,2023-02-09 14:39:45,00:00:11,Autoplayed: user action: None; ,Season 3 Genre Specific Moment Clip: You,HOOK,iPhone 12 Pro Max,00:00:11,00:00:11,RO (Romania)
Andreea,2023-02-07 18:52:42,00:11:06,,The Hitman's Wife's Bodyguard,,iPhone 12 Pro Max,00:11:06,Not latest view,RO (Romania)
Andreea,2023-02-07 18:51:49,00:00:39,Autoplayed: user action: None; ,The Hitman's Wife's Bodyguard_hook_02_16x9,HOOK,iPhone 12 Pro Max,00:00:40,00:00:40,RO (Romania)
Andreea,2023-01-29 17:54:47,00:01:01,,Sex/Life: Season 1: The Wives Are in Connecticut (Episode 1),,iPhone 12 Pro Max,00:01:02,Not latest view,RO (Romania)
Andreea,2023-01-29 17:54:35,00:00:10,Autoplayed: user action: None; ,Season 1 Clip #3 (Love Triangle): Sex/Life,HOOK,iPhone 12 Pro Max,00:00:10,Not latest view,RO (Romania)
Andreea,2023-01-29 17:52:58,00:00:26,Autoplayed: user action: None; ,Season 1 Clip #3 (Love Triangle): Sex/Life,HOOK,iPhone 12 Pro Max,00:00:26,Not latest view,RO (Romania)
Andreea,2023-01-29 17:52:23,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer: Sahmaran,TRAILER,iPhone 12 Pro Max,00:00:05,00:00:05,RO (Romania)
Andreea,2023-01-29 17:34:09,00:00:47,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: La chica de nieve,HOOK,iPhone 12 Pro Max,00:00:48,00:00:48,RO (Romania)
Andreea,2023-01-29 14:14:19,00:00:01,Autoplayed: user action: None; ,New Amsterdam: Season 1: Pilot (Episode 1),,FireTV 4K Stick 2018,00:00:01,00:00:01,RO (Romania)
Andreea,2023-01-29 14:13:20,00:00:52,Autoplayed: user action: None; ,"Season 1 Supporting Character Clip: Devotion, a Story of Love and Desire",HOOK,FireTV 4K Stick 2018,00:00:52,00:00:52,RO (Romania)
Andreea,2023-01-29 14:00:18,00:01:09,Autoplayed: user action: None; ,Fast & Furious 9_hook_01_16x9,HOOK,FireTV 4K Stick 2018,00:01:09,Not latest view,RO (Romania)
Andreea,2023-01-27 17:34:16,00:45:16,,"Lady Voyeur: Limited Series: The Past Is Outside, The Future Is in Here (Episode 10)",,iPhone 12 Pro Max,00:45:29,00:45:29,RO (Romania)
Andreea,2023-01-27 17:13:40,00:12:08,,"Lady Voyeur: Limited Series: Going, Going, Gone! (Episode 9)",,iPhone 12 Pro Max,00:31:29,00:31:29,RO (Romania)
Andreea,2023-01-27 17:12:30,00:00:10,Autoplayed: user action: None; ,Trailer: Your Place or Mine,TRAILER,iPhone 12 Pro Max,00:00:11,Not latest view,RO (Romania)
Andreea,2023-01-27 17:12:21,00:00:04,Autoplayed: user action: None; ,Season 1 High Context Clip: Perfect Match,HOOK,iPhone 12 Pro Max,00:00:05,00:00:05,RO (Romania)
Andreea,2023-01-27 17:11:54,00:00:26,Autoplayed: user action: None; ,Season 4 Part 1 Trailer: You,TRAILER,iPhone 12 Pro Max,00:00:26,Not latest view,RO (Romania)
Andreea,2023-01-27 17:11:32,00:00:14,Autoplayed: user action: None; ,WHAT / IF: Part I (Trailer 3),TRAILER,iPhone 12 Pro Max,00:00:15,00:00:15,RO (Romania)
Andreea,2023-01-25 09:57:50,00:11:26,,"Lady Voyeur: Limited Series: Going, Going, Gone! (Episode 9)",,iPhone 12 Pro Max,00:11:32,Not latest view,RO (Romania)
Andreea,2023-01-25 09:51:33,00:06:16,,Lady Voyeur: Limited Series: Rock Bottom Is the Hottest Place (Episode 8),,iPhone 12 Pro Max,00:35:07,00:35:07,RO (Romania)
Andreea,2023-01-24 19:06:58,00:28:45,,Lady Voyeur: Limited Series: Rock Bottom Is the Hottest Place (Episode 8),,iPhone 12 Pro Max,00:28:51,Not latest view,RO (Romania)
Andreea,2023-01-24 18:35:43,00:31:14,,Lady Voyeur: Limited Series: She's Among Us (Episode 7),,iPhone 12 Pro Max,00:31:20,00:31:20,RO (Romania)
Andreea,2023-01-24 18:03:05,00:13:48,,Lady Voyeur: Limited Series: Shadows of the Past (Episode 6),,iPhone 12 Pro Max,00:32:32,00:32:32,RO (Romania)
Andreea,2023-01-22 21:40:34,00:00:27,Autoplayed: user action: None; ,Season 2 Trailer: Ginny & Georgia,TRAILER,iPhone 12 Pro Max,00:00:27,00:00:27,RO (Romania)
Andreea,2023-01-22 20:12:52,00:24:21,,The Client List,,iPhone 12 Pro Max,01:27:18,01:27:18,RO (Romania)
Andreea,2023-01-22 20:12:46,00:00:04,Autoplayed: user action: None; ,The Client List_hook_04_16x9,HOOK,iPhone 12 Pro Max,00:00:04,00:00:04,RO (Romania)
Andreea,2023-01-22 02:08:39,00:00:04,Autoplayed: user action: None; ,Lady Voyeur: Limited Series: Shadows of the Past (Episode 6),,FireTV 4K Stick 2018,00:00:09,Not latest view,RO (Romania)
Andreea,2023-01-22 01:35:04,00:33:33,,Lady Voyeur: Limited Series: Crime and Punishment (Episode 5),,FireTV 4K Stick 2018,00:33:38,00:33:38,RO (Romania)
Andreea,2023-01-22 00:59:59,00:35:03,Autoplayed: user action: None; ,Lady Voyeur: Limited Series: The Perfect Lie (Episode 4),,FireTV 4K Stick 2018,00:35:08,00:35:08,RO (Romania)
Andreea,2023-01-22 00:27:58,00:31:59,,Lady Voyeur: Limited Series: Fragmented (Episode 3),,FireTV 4K Stick 2018,00:31:59,00:31:59,RO (Romania)
Andreea,2023-01-21 23:05:59,00:00:09,Autoplayed: user action: None; ,Girls Trip,,FireTV 4K Stick 2018,00:00:09,00:00:09,RO (Romania)
Andreea,2023-01-21 22:40:21,00:00:39,,Season 1 Teaser 2: Shahmaran,TEASER_TRAILER,FireTV 4K Stick 2018,00:00:39,00:00:39,RO (Romania)
Andreea,2023-01-21 22:38:31,00:01:48,,Season 3 Trailer: Sky Rojo,TRAILER,FireTV 4K Stick 2018,00:01:48,Not latest view,RO (Romania)
Andreea,2023-01-21 22:36:08,00:02:22,,Season 2 Trailer: Ginny & Georgia,TRAILER,FireTV 4K Stick 2018,00:02:22,Not latest view,RO (Romania)
Andreea,2023-01-21 20:36:08,01:59:56,,Girls Trip,,FireTV 4K Stick 2018,01:59:57,Not latest view,RO (Romania)
Andreea,2023-01-21 20:36:01,00:00:04,Autoplayed: user action: None; ,Girls Trip_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:04,00:00:04,RO (Romania)
Andreea,2023-01-21 20:34:53,00:00:06,Autoplayed: user action: None; ,The Client List_hook_04_16x9,HOOK,FireTV 4K Stick 2018,00:00:06,Not latest view,RO (Romania)
Andreea,2023-01-18 23:03:03,00:00:31,,Season 3 Trailer: Sky Rojo,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:31,Not latest view,RO (Romania)
Andreea,2023-01-18 23:00:37,00:02:22,,Season 2 Trailer: Ginny & Georgia,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:02:22,Not latest view,RO (Romania)
Andreea,2023-01-18 21:21:00,01:39:22,,Angel Eyes,,Vestel ODM 4.3 Nova 2K TV Smart TV,01:39:16,01:39:16,RO (Romania)
Andreea,2023-01-18 21:20:29,00:00:25,Autoplayed: user action: None; ,Angel Eyes_hook_primary_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:25,00:00:25,RO (Romania)
Andreea,2023-01-18 21:20:03,00:00:19,Autoplayed: user action: None; ,Hot Girls Wanted (Trailer),TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:20,00:00:20,RO (Romania)
Andreea,2023-01-18 21:19:53,00:00:06,Autoplayed: user action: None; ,"Season 1 Supporting Character Clip: Blood, Sex & Royalty",HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:06,00:00:06,RO (Romania)
Andreea,2023-01-18 21:19:37,00:00:05,Autoplayed: user action: None; ,Indecent Proposal_hook_primary_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:05,Not latest view,RO (Romania)
Andreea,2023-01-18 21:18:27,00:01:06,Autoplayed: user action: None; ,Girlboss (Trailer),TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:06,00:01:06,RO (Romania)
Andreea,2023-01-18 21:17:59,00:00:09,Autoplayed: user action: None; ,Queen of the South: Season 1_hook_primary_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:09,00:00:09,RO (Romania)
Andreea,2023-01-18 21:17:06,00:00:42,Autoplayed: user action: None; ,The Notebook_hook_primary_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:42,00:00:42,RO (Romania)
Andreea,2023-01-18 21:16:43,00:00:18,Autoplayed: user action: None; ,Honey 3_hook_02_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:18,00:00:18,RO (Romania)
Andreea,2023-01-18 21:16:12,00:00:25,Autoplayed: user action: None; ,You Get Me (Trailer),TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:26,00:00:26,RO (Romania)
Andreea,2023-01-18 21:15:38,00:00:18,Autoplayed: user action: None; ,Trailer: The Noel Diary,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:18,00:00:18,RO (Romania)
Andreea,2023-01-18 21:15:23,00:00:10,Autoplayed: user action: None; ,Season 4 Informative Clip: Too Hot to Handle,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:10,00:00:10,RO (Romania)
Andreea,2023-01-18 21:15:08,00:00:08,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Dubai Bling,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:08,Not latest view,RO (Romania)
Andreea,2023-01-18 21:14:51,00:00:07,Autoplayed: user action: None; ,Season 1 Teaser 1: Wednesday,TEASER_TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:07,00:00:07,RO (Romania)
Andreea,2023-01-18 21:14:41,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer: Olhar Indiscreto,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:05,00:00:05,RO (Romania)
Andreea,2023-01-18 21:14:20,00:00:11,Autoplayed: user action: None; ,Season 2 Informative Clip: Love Is Blind: Brazil,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:11,Not latest view,RO (Romania)
Andreea,2023-01-18 21:13:56,00:00:13,Autoplayed: user action: None; ,Dark Desire: Season 1 PVS Clip 6,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:13,00:00:13,RO (Romania)
Andreea,2023-01-18 21:13:24,00:00:15,Autoplayed: user action: None; ,Main Character Clip 3: From Scratch,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:15,Not latest view,RO (Romania)
Andreea,2023-01-18 21:12:39,00:00:35,Autoplayed: user action: None; ,Season 2 Genre Specific Moment Clip: Sexify,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:35,00:00:35,RO (Romania)
Andreea,2023-01-18 21:11:25,00:00:48,Autoplayed: user action: None; ,Season 1 Clip #3 (Love Triangle): Sex/Life,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:48,Not latest view,RO (Romania)
Andreea,2023-01-18 21:11:02,00:00:12,Autoplayed: user action: None; ,Trailer 2: Harry & Meghan,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:12,00:00:12,RO (Romania)
Andreea,2023-01-18 21:10:39,00:00:18,Autoplayed: user action: None; ,Villain / Antagonist Clip: That's Amor,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:18,00:00:18,RO (Romania)
Andreea,2023-01-18 21:09:55,00:00:40,Autoplayed: user action: None; ,Season 1 Trailer: The Ultimatum: France,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:40,00:00:40,RO (Romania)
Andreea,2023-01-18 21:09:19,00:00:31,Autoplayed: user action: None; ,Keep Breathing: Limited Series - CLM 3,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:31,00:00:31,RO (Romania)
Andreea,2023-01-18 21:08:39,00:00:36,Autoplayed: user action: None; ,Virgin River: Season 1 - Upper Bound Clip 1,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:36,00:00:36,RO (Romania)
Andreea,2023-01-18 21:08:27,00:00:08,Autoplayed: user action: None; ,Teambuilding_hook_05_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:08,00:00:08,RO (Romania)
Andreea,2023-01-18 21:08:09,00:00:09,Autoplayed: user action: None; ,Teambuilding_hook_05_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:09,Not latest view,RO (Romania)
Andreea,2023-01-18 21:07:49,00:00:15,Autoplayed: user action: None; ,Season 3 Teaser 1: You,TEASER_TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:15,00:00:15,RO (Romania)
Andreea,2023-01-17 22:39:27,00:01:15,,Teambuilding_hook_primary_16x9,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:15,00:01:15,RO (Romania)
Andreea,2023-01-17 22:37:01,00:02:22,,Season 2 Trailer: Ginny & Georgia,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:02:22,Not latest view,RO (Romania)
Andreea,2023-01-17 22:35:10,00:01:48,Autoplayed: user action: None; ,Season 3 Trailer: Sky Rojo,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:48,Not latest view,RO (Romania)
Andreea,2023-01-17 20:42:22,01:52:43,,Indecent Proposal,,Vestel ODM 4.3 Nova 2K TV Smart TV,01:52:43,01:52:43,RO (Romania)
Andreea,2023-01-17 20:21:50,00:00:05,Autoplayed: user action: None; ,Season 3 Trailer: Sky Rojo,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:05,Not latest view,RO (Romania)
Andreea,2023-01-17 18:44:58,01:36:47,,After We Collided,,Vestel ODM 4.3 Nova 2K TV Smart TV,01:36:47,01:36:47,RO (Romania)
Andreea,2023-01-17 16:54:30,01:39:01,Autoplayed: user action: User_Interaction; ,Clueless,,Vestel ODM 4.3 Nova 2K TV Smart TV,01:32:57,01:32:57,RO (Romania)
Andreea,2023-01-17 16:49:22,00:00:40,Autoplayed: user action: None; ,Season 2 Main Character Intro Clip: Ginny & Georgia,HOOK,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:40,00:00:40,RO (Romania)
Andreea,2023-01-16 18:22:54,00:06:51,,Lady Voyeur: Limited Series: Every Action Has a Reaction (Episode 2),,iPhone 12 Pro Max,00:32:07,00:32:07,RO (Romania)
Andreea,2023-01-16 17:23:35,00:13:04,,Lady Voyeur: Limited Series: Every Action Has a Reaction (Episode 2),,iPhone 12 Pro Max,00:25:16,Not latest view,RO (Romania)
Andreea,2023-01-15 10:56:03,00:08:15,,Lady Voyeur: Limited Series: Every Action Has a Reaction (Episode 2),,iPhone 12 Pro Max,00:08:15,Not latest view,RO (Romania)
Andreea,2023-01-15 10:55:44,00:00:09,,Lady Voyeur: Limited Series: Every Action Has a Reaction (Episode 2),,iPhone 12 Pro Max,00:00:09,Not latest view,RO (Romania)
Andreea,2023-01-15 10:31:50,00:23:47,,Lady Voyeur: Limited Series: The Year I Lived Two Lives (Episode 1),,iPhone 12 Pro Max,00:37:11,00:37:11,RO (Romania)
Andreea,2023-01-13 22:04:05,00:00:58,,Season 1 Trailer: The Ultimatum: France,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:58,Not latest view,RO (Romania)
Andreea,2023-01-13 22:01:39,00:02:22,,Season 2 Trailer: Ginny & Georgia,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:02:22,Not latest view,RO (Romania)
Andreea,2023-01-13 21:59:49,00:01:48,Autoplayed: user action: None; ,Season 3 Trailer: Sky Rojo,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:48,Not latest view,RO (Romania)
Andreea,2023-01-13 20:10:02,01:49:25,Autoplayed: user action: User_Interaction; ,Friends with Benefits,,Vestel ODM 4.3 Nova 2K TV Smart TV,01:49:25,01:49:25,RO (Romania)
Andreea,2023-01-13 20:08:51,00:00:08,Autoplayed: user action: User_Interaction; ,The Notebook,,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:10,00:00:10,RO (Romania)
Andreea,2023-01-13 18:14:03,01:52:47,Autoplayed: user action: User_Interaction; ,No Limit,,Vestel ODM 4.3 Nova 2K TV Smart TV,01:52:58,01:52:58,RO (Romania)
Andreea,2023-01-13 18:04:31,00:00:13,Autoplayed: user action: User_Interaction; ,After We Collided,,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:00,Not latest view,RO (Romania)
Andreea,2023-01-13 18:00:23,00:01:02,Autoplayed: user action: User_Interaction; ,After We Collided,,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:00,Not latest view,RO (Romania)
Andreea,2023-01-12 17:28:10,01:42:54,Autoplayed: user action: User_Interaction; ,Through My Window,,Vestel ODM 4.3 Nova 2K TV Smart TV,01:44:25,01:44:25,RO (Romania)
Andreea,2023-01-12 17:27:53,00:00:08,Autoplayed: user action: None; ,Through My Window,,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:33,Not latest view,RO (Romania)
Andreea,2023-01-12 17:23:05,00:01:26,Autoplayed: user action: User_Interaction; ,Through My Window,,Vestel ODM 4.3 Nova 2K TV Smart TV,00:01:26,Not latest view,RO (Romania)
Andreea,2023-01-12 16:20:30,00:00:21,Autoplayed: user action: None; ,Season 2 Trailer: Vikings: Valhalla,TRAILER,Vestel ODM 4.3 Nova 2K TV Smart TV,00:00:21,00:00:21,RO (Romania)
